name,run,generator,solver,optimizer,timelimit,workers,optimizer_threads,filename,c,obj_value,best_bound,run_time,num_cuts,num_iterations,num_lp_cuts,max_cardinality,sol_cardinality
fdp-c-1-thread,true,file_diversity_problem,quad,CPLEX,600,16,1,data/instance/GKD-c/GKD-c_6_n500_m50.txt,0.1,15847.841840000001,160039.65723999997,600.1446180343628,0,0,0,0,0
fdp-c-1-thread,true,file_diversity_problem,quad,CPLEX,600,16,1,data/instance/GKD-c/GKD-c_7_n500_m50.txt,0.1,15859.70585,160070.98285499995,600.1083810329437,0,0,0,0,0
fdp-c-1-thread,true,file_diversity_problem,quad,CPLEX,600,16,1,data/instance/GKD-c/GKD-c_8_n500_m50.txt,0.1,15757.596789999974,160353.78179399995,600.0705947875977,0,0,0,0,0
fdp-c-1-thread,true,file_diversity_problem,quad,CPLEX,600,16,1,data/instance/GKD-c/GKD-c_9_n500_m50.txt,0.1,16010.583950000002,158285.271927,600.0848219394684,0,0,0,0,0
fdp-c-1-thread,true,file_diversity_problem,glov,CPLEX,600,16,1,data/instance/GKD-c/GKD-c_10_n500_m50.txt,0.1,19623.62434,41099.9756245044,600.0120468139648,0,0,0,0,0
fdp-c-1-thread,true,file_diversity_problem,glov,CPLEX,600,16,1,data/instance/GKD-c/GKD-c_11_n500_m50.txt,0.1,19555.565919999997,41214.40484100939,600.0085968971252,0,0,0,0,0
fdp-c-1-thread,true,file_diversity_problem,glov,CPLEX,600,16,1,data/instance/GKD-c/GKD-c_12_n500_m50.txt,0.1,19073.02263,40964.7905969044,600.0708351135254,0,0,0,0,0
fdp-c-1-thread,true,file_diversity_problem,glov,CPLEX,600,16,1,data/instance/GKD-c/GKD-c_13_n500_m50.txt,0.1,19323.963340000002,40987.42261083837,600.006973028183,0,0,0,0,0
fdp-c-1-thread,true,file_diversity_problem,glov,CPLEX,600,16,1,data/instance/GKD-c/GKD-c_14_n500_m50.txt,0.1,19307.798730000002,40909.50343915992,600.0165030956268,0,0,0,0,0
fdp-c-1-thread,true,file_diversity_problem,glov,CPLEX,600,16,1,data/instance/GKD-c/GKD-c_15_n500_m50.txt,0.1,19321.83627,40789.692958353575,600.0022940635681,0,0,0,0,0
fdp-c-1-thread,true,file_diversity_problem,glov,CPLEX,600,16,1,data/instance/GKD-c/GKD-c_16_n500_m50.txt,0.1,19605.96313,41446.413010523676,600.0326819419861,0,0,0,0,0
fdp-c-1-thread,true,file_diversity_problem,glov,CPLEX,600,16,1,data/instance/GKD-c/GKD-c_17_n500_m50.txt,0.1,19229.200770000003,40954.69924494192,600.0031177997589,0,0,0,0,0
fdp-c-1-thread,true,file_diversity_problem,glov,CPLEX,600,16,1,data/instance/GKD-c/GKD-c_18_n500_m50.txt,0.1,19416.071559999997,40888.41222851112,600.0117340087891,0,0,0,0,0
fdp-c-1-thread,true,file_diversity_problem,glov,CPLEX,600,16,1,data/instance/GKD-c/GKD-c_19_n500_m50.txt,0.1,19417.68768,40880.7702076053,600.0021331310272,0,0,0,0,0
fdp-c-1-thread,true,file_diversity_problem,glov,CPLEX,600,16,1,data/instance/GKD-c/GKD-c_1_n500_m50.txt,0.1,19431.30064,40951.959597656,600.0022971630096,0,0,0,0,0
fdp-c-1-thread,true,file_diversity_problem,glov,CPLEX,600,16,1,data/instance/GKD-c/GKD-c_20_n500_m50.txt,0.1,19544.07621,40674.751515822936,600.0103809833527,0,0,0,0,0
fdp-c-1-thread,true,file_diversity_problem,glov,CPLEX,600,16,1,data/instance/GKD-c/GKD-c_2_n500_m50.txt,0.1,19622.277439999998,41363.96077549852,600.0104379653931,0,0,0,0,0
fdp-c-1-thread,true,file_diversity_problem,glov,CPLEX,600,16,1,data/instance/GKD-c/GKD-c_3_n500_m50.txt,0.1,19521.238400000002,40904.57582029842,600.0023300647736,0,0,0,0,0
fdp-c-1-thread,true,file_diversity_problem,glov,CPLEX,600,16,1,data/instance/GKD-c/GKD-c_4_n500_m50.txt,0.1,19558.30991,41125.096704277064,600.0096800327301,0,0,0,0,0
fdp-c-1-thread,true,file_diversity_problem,glov,CPLEX,600,16,1,data/instance/GKD-c/GKD-c_5_n500_m50.txt,0.1,19546.667699999998,41209.67430659062,600.0020070075989,0,0,0,0,0
fdp-c-1-thread,true,file_diversity_problem,glov,CPLEX,600,16,1,data/instance/GKD-c/GKD-c_6_n500_m50.txt,0.1,19402.560090000003,40902.12774684254,600.0104451179504,0,0,0,0,0
fdp-c-1-thread,true,file_diversity_problem,glov,CPLEX,600,16,1,data/instance/GKD-c/GKD-c_7_n500_m50.txt,0.1,19462.99715,41239.928997150586,600.0125060081482,0,0,0,0,0
fdp-c-1-thread,true,file_diversity_problem,glov,CPLEX,600,16,1,data/instance/GKD-c/GKD-c_8_n500_m50.txt,0.1,19437.8612,41287.27732473981,600.0021350383759,0,0,0,0,0
fdp-c-1-thread,true,file_diversity_problem,glov,CPLEX,600,16,1,data/instance/GKD-c/GKD-c_9_n500_m50.txt,0.1,19111.196989999997,40420.92629996255,600.0027139186859,0,0,0,0,0
fdp-c-1-thread,true,file_diversity_problem,repoa,Gurobi,600,16,1,data/instance/GKD-c/GKD-c_10_n500_m50.txt,0.1,19703.33991,19717.65315,600.0082190036774,166,166,0,50,50
fdp-c-1-thread,true,file_diversity_problem,repoa,Gurobi,600,16,1,data/instance/GKD-c/GKD-c_11_n500_m50.txt,0.1,19587.12018,19604.558979999994,600.0076439380646,143,143,0,50,50
fdp-c-1-thread,true,file_diversity_problem,repoa,Gurobi,600,16,1,data/instance/GKD-c/GKD-c_12_n500_m50.txt,0.1,19360.22393,19369.80471000001,600.0079050064087,184,184,0,50,50
fdp-c-1-thread,true,file_diversity_problem,repoa,Gurobi,600,16,1,data/instance/GKD-c/GKD-c_13_n500_m50.txt,0.1,19364.005370000003,19380.907149999995,600.0145161151886,122,122,0,50,50
fdp-c-1-thread,true,file_diversity_problem,repoa,Gurobi,600,16,1,data/instance/GKD-c/GKD-c_14_n500_m50.txt,0.1,19456.65915,19446.060209999996,600.0054290294647,148,148,0,50,50
fdp-c-1-thread,true,file_diversity_problem,repoa,Gurobi,600,16,1,data/instance/GKD-c/GKD-c_15_n500_m50.txt,0.1,19421.410499999998,19440.941329999998,600.0077359676361,132,132,0,50,50
fdp-c-1-thread,true,file_diversity_problem,repoa,Gurobi,600,16,1,data/instance/GKD-c/GKD-c_16_n500_m50.txt,0.1,19680.20477,19700.124079999994,600.0103271007538,108,108,0,50,50
fdp-c-1-thread,true,file_diversity_problem,repoa,Gurobi,600,16,1,data/instance/GKD-c/GKD-c_17_n500_m50.txt,0.1,19328.594530000002,19343.405330000016,600.0071828365326,149,149,0,50,50
fdp-c-1-thread,true,file_diversity_problem,repoa,Gurobi,600,16,1,data/instance/GKD-c/GKD-c_18_n500_m50.txt,0.1,19461.3946,19472.41082000001,600.0091760158539,167,167,0,50,50
fdp-c-1-thread,true,file_diversity_problem,repoa,Gurobi,600,16,1,data/instance/GKD-c/GKD-c_19_n500_m50.txt,0.1,19474.054949999998,19494.191880000002,600.007385969162,125,125,0,50,50
fdp-c-1-thread,true,file_diversity_problem,repoa,Gurobi,600,16,1,data/instance/GKD-c/GKD-c_1_n500_m50.txt,0.1,19479.1266,19508.13478,600.0061910152435,103,103,0,50,50
fdp-c-1-thread,true,file_diversity_problem,repoa,Gurobi,600,16,1,data/instance/GKD-c/GKD-c_20_n500_m50.txt,0.1,19604.84356,19604.84356,130.93907713890076,177,177,0,50,50
fdp-c-1-thread,true,file_diversity_problem,repoa,Gurobi,600,16,1,data/instance/GKD-c/GKD-c_2_n500_m50.txt,0.1,19700.881970000002,19714.69773,600.0087521076202,184,184,0,50,50
fdp-c-1-thread,true,file_diversity_problem,repoa,Gurobi,600,16,1,data/instance/GKD-c/GKD-c_3_n500_m50.txt,0.1,19543.22427,19569.055140000015,600.015114068985,90,90,0,50,50
